"국상","national funeral","","(옛날에) 왕이나 왕의 가족이 죽어 국민 전체가 상복을 입고 치르던 초상.",""
"국선","being picked by the state","","나라에서 뽑음.",""
"국세","national tax","","국가가 국민들로부터 거두어들이는 세금.",""
"국세청","national tax service","","세금을 부과하고 거두어들이는 등의 사무를 맡아보는 중앙 행정 기관.",""
"국소","part","","전체 가운데 어느 한 부분.",""
"국수주의","nationalism","","다른 나라의 문화나 사람들을 지나치게 무시하거나 거부하고 자기 나라만 우수하다고 생각하는 치우친 태도.",""
"국시","national policy","","국가 정책의 기본 방향.",""
"국악","gugak","","한국의 전통 음악.",""
"국악기","gugakgi","","국악을 연주하는 데 쓰는 기구.",""
"국어","official language; native language","","한 나라의 국민들이 사용하는 말.",""
"국어과","Korean","","초등학교나 중학교, 고등학교에서 우리말이나 문학 등을 가르치는 교과.",""
"국어사전","Korean dictionary","","국어의 단어를 모아 일정한 순서로 배열하여 그 의미나 품사 등을 밝히고 풀이한 책.",""
"국어학","national language studies; Korean studies","","한 나라의 국어를 연구하는 학문.",""
"국역","translation into one's own language","","다른 나라 말로 된 것을 자기 나라 말로 번역함.",""
"국영","being state-run","","기업이나 방송국 등을 나라에서 직접 경영함.",""
"국영화","nationalization","","기업이나 방송국 등이 나라에서 직접 경영하는 상태가 됨. 또는 그렇게 되게 함.",""
"국영화되다","be nationalized","","기업이나 방송국 등이 나라에서 직접 경영하는 상태가 되다.",""
"국영화하다","nationalize","","기업이나 방송국 등을 나라에서 직접 경영하는 상태가 되게 하다.",""
"국왕","king","","나라의 왕.",""
"국외","outside a territory","","한 나라의 영토 밖.",""
"국운","national destiny","","한 나라의 운명.",""
"국위","national prestige","","널리 인정받을 만한 나라의 권위나 힘.",""
"국유","being state-owned","","나라의 소유.",""
"국유지","national land; state-owned land","","나라가 가지고 있는 땅.",""
"국유화","nationalization","","나라의 소유가 아니던 것이 나라의 소유가 되거나 그렇게 되게 하는 것.",""
"국유화되다","be nationalized","","나라의 소유가 아니던 것이 나라의 소유가 되다.",""
"국유화하다","nationalize","","나라의 소유가 아니던 것을 나라의 소유가 되게 하다.",""
"국익","national interest","","나라의 이익.",""
"국자","ladle","","국이나 액체 등을 뜨는 데 쓰는 도구.",""
"국장","director","","기관이나 조직에서 한 국을 책임지고 운영하는 직위나 그 직위에 있는 사람.",""
"국장","national funeral","","대통령 등 나라에 큰 공이 있는 사람이 죽었을 때에 나라에서 주관하여 지내는 장례.",""
"국적","nationality; citizenship","","한 나라의 구성원이 되는 자격.",""
"국정","government administration; state affairs","","국민의 생활을 돌보고 사회의 질서를 유지하는 일 등 나라를 다스리는 일.",""
"국정","government authorization","","나라에서 정함. 또는 나라에서 정한 것.",""
"국정","state of affairs in a country","","나라의 정세나 형편.",""
"국제","being international; being global","","여러 나라에 관련되거나 여러 나라가 함께 하는 것.",""
"국제간","international","","나라와 나라 사이.",""
"국제결혼","international marriage; marrying someone with a different nationality","","국적이 다른 남녀의 결혼.",""
"국제공항","international airport","","여러 나라 사이를 운행하는 비행기가 뜨고 내리는 공항.",""
"국제기구","international organization","","특정한 목적을 위하여 둘 이상의 나라가 모여 활동을 하기 위해 만든 조직체.",""
"국제도시","international city","","외국인이 많이 살거나 외국인이 자주 오고 가는 도시.",""
"국제법","international law","","여러 나라가 의논하여 나라와 나라 사이에 따라야 할 권리, 의무 등을 규정한 법률.",""
"국제선","international routes","","나라들 사이의 항공, 선박 등과 같은 교통에 이용되는 각종 노선.",""
"국제적","being international","","여러 나라에 관계되거나 여러 나라가 참여하는.",""
"국제적","being international; being global","","여러 나라에 관계되거나 여러 나라가 참여하는 것.",""
"국제화","internationalization","","여러 나라와 관계되거나 여러 나라에 영향이 미치게 됨. 또는 그렇게 되게 함.",""
"국제화되다","be internationalized","","여러 나라와 관계되거나 여러 나라에 영향이 미치게 되다.",""
"국제화하다","internationalize","","여러 나라와 관계하거나 여러 나라에 영향을 미치게 하다.",""
"국제회의","international conference","","국제적인 문제를 해결하기 위해 여러 나라의 대표가 모여 의견을 나누는 회의.",""
"국졸","gukjol","","‘국민학교 졸업’이 줄어든 말.",""
"국지","locality","","한정된 지역.",""
"국지적","being regional","","일정한 지역에 한정되는 것.",""
"국지적","local; regional","","일정한 지역에 한정되는.",""
"국지전","regional war","","한정된 지역에서 일어나는 전쟁.",""
"국채","national debt","","나라가 진 빚.",""
"국책","public policy","","나라의 정책.",""
"국철","national railway","","국가가 직접 운영하고 관리하는 철도.",""
"국치","national humiliation","","다른 나라로부터 당한 나라의 수치.",""
"국토","national territory","","한 나라의 주권이 미치는 땅.",""
"국토방위","national defense","","적으로부터 나라를 지킴.",""
"국학","national studies","","자기 나라의 고유한 언어, 역사, 제도 등을 연구하는 학문.",""
"국한","limitation; being confined to","","범위나 한계를 일정한 부분이나 정도에 한정함.",""
"국한되다","be limited; be confined","","범위나 한계가 일정한 부분이나 정도에 한정되다.",""
"국한문","Korean and Chinese characters","","한글과 한자.",""
"국한하다","limit; confine","","범위나 한계를 일정한 부분이나 정도에 한정하다.",""
"국호","country name","","나라의 이름.",""
"국혼","royal marriage","","임금이나 왕자, 공주 등 왕실의 혼인.",""
"국화","chrysanthemum","","꽃잎은 주로 희거나 노랗고 대가 긴, 향기가 좋은 가을 꽃.",""
"국화","national flower","","나라를 상징하는 꽃.",""
"국화꽃","chrysanthemum","","꽃잎은 주로 희거나 노랗고 대가 긴, 향기가 좋은 가을 꽃.",""
"국화빵","carbon copy","","(비유적으로) 얼굴이 매우 닮은 사람.",""
"국회","National Assembly; Congress; Parliament","","국민의 대표인 국회 의원들로 이루어져, 법률을 만들고 행정부와 사법부를 감시하는 기능을 하는 국가 기관.",""
"군","gun","","(조금 높이는 말로) 듣는 사람이 친구이거나 손아래 남자일 때 그 사람을 가리키는 말.",""
"군","gun office","","군의 행정 업무를 맡아보는 기관.",""
"군","military; army","","일정한 지휘 계통과 규율에 따라 조직된 군인들의 집단.",""
"군가","military song","","군인들의 사기를 높이기 위한 노래.",""
"군것질","snacking","","아침, 점심, 저녁 식사 외에 꼭 필요하지 않은 음식을 먹는 일.",""
"군것질하다","snack; eat between meals","","아침, 점심, 저녁 식사 외에 꼭 필요하지 않은 음식을 먹다.",""
"군경","soldiers and policemen","","군대와 경찰.",""
"군계일학","the best of the bunch","","닭의 무리 가운데에서 한 마리의 학이란 뜻으로, 평범한 무리 가운데 뛰어난 사람.",""
"군고구마","baked sweet potato","","불에 구워 익힌 고구마.",""
"군국주의","militarism","","강한 군사력을 나라의 주된 목표로 삼고 전쟁과 그에 대한 대비를 가장 중요시하는 사상이나 정책.",""
"군기","military discipline","","군대의 규율과 법도.",""
"군기침","dry cough","","인기척을 내기 위해 일부러 하는 기침.",""
"군납","military supply","","군에 필요한 물건이나 음식 등을 공급함.",""
"군내","inside a district","","행정 구역인 군의 담당 지역 안.",""
"군내","stale smell","","음식이 상해서 나는 좋지 않은 냄새.",""
"군단","corps","","사단 이상의 병력으로 이루어진, 군과 사단의 중간에 해당하는 전술 부대.",""
"군대","military; troops","","일정한 규율과 질서가 있는 군인들의 집단.",""
"군대식","military way","","규율이나 집단 질서 등을 중시하는 군대에서 하는 것과 같은 방식.",""
"군더더기","unnecessity","","쓸데없이 덧붙어 있는 것.",""
"군데","place; spot","","장소의 수를 세는 단위.",""
"군데군데","here and there","","여기저기의 여러 곳.",""
"군데군데","in places; sporadically","","여기저기 여러 곳에.",""
"군락","colony; community","","같은 범위 안에 함께 생활하는 식물의 집단.",""
"군량","military provisions","","군인들을 위한 식량.",""
"군량미","military rice","","군인을 위한 양식으로 쓰는 쌀.",""
"군령","military command; military order","","군대를 지휘하기 위한 명령.",""
"군림하다","reign; dominate","","절대적인 힘이나 능력으로 남을 누르고 지배적인 세력을 가지다.",""
"군만두","fried dumpling","","기름에 지지거나 구운 만두.",""
"군말","useless prattle","","하지 않아도 좋을 쓸데없는 말.",""
"군말하다","say unnecessary things","","하지 않아도 좋을 쓸데없는 말을 하다.",""
"군무","group dance","","여러 명이 함께 추는 춤.",""
"군민","county resident","","행정 구역인 군에 사는 사람.",""
"군민","soldiers and civilians","","군인과 민간인.",""
"군밤","roasted chestnut","","불에 구워서 익힌 밤.",""
"군번","military service number; military serial number","","군인 개개인에게 주어지는 고유 번호.",""
"군법","military law","","군 내부에서 적용되는 형법.",""
"군복","military uniform","","군인들이 입는 제복.",""
"군부","military authorities","","군사에 관한 일을 총괄하여 맡아보는 군의 지도부. 또는 그것을 중심으로 한 핵심 세력.",""
"군부대","military camp","","일정한 규모로 이루어진 군대 조직. 또는 그런 조직이 머물러 있는 곳.",""
"군불","firewood","","방을 따뜻하게 하기 위해 때는 불.",""
"군비","armaments","","전쟁을 하기 위해 갖춘 군사 시설이나 무기와 같은 장비.",""
"군비","military spending","","군대를 유지하거나 전쟁을 벌이는 데 쓰는 돈.",""
"군사","being military","","군대, 전쟁 등 군에 관한 일.",""
"군사","soldier; military; army","","(옛날에) 군인이나 군대.",""
"군사력","military power","","군대의 병력, 무기, 경제력의 정도를 합한, 전쟁을 치를 수 있는 힘.",""
"군사비","military spending","","군대를 유지하거나 전쟁을 벌이는 데 쓰는 돈.",""
"군사적","military","","군대, 전쟁 등 군의 일과 관계되는.",""
"군사적","relating to the military","","군대, 전쟁 등 군의 일과 관계되는 것.",""
"군사학","military science","","군대, 전쟁 등 군의 일과 관련된 이론을 연구하는 학문.",""
"군살","flab","","음식을 지나치게 많이 먹거나 운동이 부족해서 쓸데없이 붙은 살.",""
"군상","crowd","","무리 지어 모여 있는 많은 사람.",""
"군색하다","destitute","","살림이나 생활 등이 매우 가난하고 초라하다.",""
"군소","being small","","규모가 작은 여러 개의 것.",""
"군소리","nonsense","","무엇이 마음에 들지 않거나 불만스러워서 하는 쓸데없는 말.",""
"군소리하다","say unnecessary things","","무엇이 마음에 들지 않거나 불만스러워서 쓸데없는 말을 하다.",""
"군수","county governor","","군 단위 지역의 행정을 담당하는 제일 높은 직위에 있는 사람, 또는 그 직위.",""
"군수용","military necessities","","군대를 유지하고 전쟁을 하기 위해 쓰이는 것.",""
"군수품","military supplies","","군대를 유지하고 전쟁을 하기 위해 필요한 물품.",""
"군식구","freerider","","가족이 아닌데 가족처럼 한집에 살면서 얻어먹고 사는 사람.",""
"군신","lord and vassal","","임금과 신하.",""
"군악","military music","","군대에서 군대 의식이나 군대의 사기를 높이는 데에 쓰는 음악.",""
"군악대","military band","","군악을 연주하는 군인들로 조직된 부대.",""
"군영","military camp","","훈련이나 작전을 하는 동안 군대가 일정 기간 머무르는 곳.",""
"군왕","king","","한 나라의 왕.",""
"군용","military purpose","","군사적인 목적에 쓰이는 것.",""
"군용기","military plane","","전투기, 폭격기 등 군사적 목적에 쓰이는 비행기.",""
"군율","military discipline","","모든 군인이 지켜야 할 군대 내의 규범이나 질서.",""
"군의관","army surgeon","","군대에서 다친 군인들을 치료해 주는 의사의 일을 하는 장교.",""
"군자","wise man","","유교에서 성품이 착하고 슬기로우며, 덕과 학식이 높은 사람.",""
"군자금","military funds","","군사적인 목적에 필요한 돈.",""
"군장","military gear","","군인이 갖추어야 할 복장이나 장비.",""
"군정","military government","","군대가 일정 지역을 다스리면서 모든 입법, 사법, 행정의 권한을 행사하는 것.",""
"군주","king","","한 나라를 다스리는 왕.",""
"군주제","monarchy","","왕이 나라를 다스리는 정치 제도.",""
"군중","crowd; mass","","한 곳에 모인 많은 사람들.",""
"군중집회","mass demonstration","","많은 사람들이 하나의 목적을 가지고 모여서 여는 집회.",""
"군집","crowding; group","","사람이나 건물 등이 한곳에 모여 있는 것.",""
"군청","county office","","군의 행정을 맡아보는 기관. 또는 그 기관이 있는 건물.",""
"군청색","navy blue","","깊은 바다의 색과 같은 짙은 남색.",""
"군침","drool; water; saliva","","주로 무엇이 먹고 싶을 때 입 안에 고이는 침.",""
"군필","being discharged","","병역의 의무를 마침.",""
"군함","warship","","해군에 소속되어 있는, 전투에 참여하는 배.",""
"군화","military boots","","전투하기 편리하게 만든, 군인이 신는 신발.",""
"군홧발","military boots","","군화를 신은 발.",""
"굳건하다","firm; unshakable","","굳세고 튼튼하다.",""
"굳건히","firmly; unshakably","","굳세고 튼튼하게.",""
"굳다","hard; solid","","물질의 상태가 무르지 않고 단단하다.",""
"굳다","harden; become solid","","무르던 것이 단단하거나 딱딱하게 되다.",""
"굳세다","firm; steadfast","","뜻한 바를 굽히지 않고 힘차게 밀고 나아감이 있다.",""
"굳어지다","harden; become solid","","무르던 것이 단단하거나 딱딱하게 되다.",""
"굳은살","callus","","손이나 발바닥에 생긴 두껍고 단단하게 된 살.",""
"굳이","in the manner of taking trouble","","마음을 써서 일부러.",""
"굳히다","harden; make hard","","무르던 것을 단단하거나 딱딱하게 만들다.",""
"굴","cave","","땅이나 바위가 안으로 깊고 길게 파인 것.",""
"굴","oyster","","바다의 바위에 붙어서 사는, 껍질이 울퉁불퉁하고 길쭉하게 생긴 조개.",""
"굴곡","in and out","","이리저리 꺾이고 휘어서 구부러진 곳.",""
"굴다","behave","","어떠한 방법으로 행동하다.",""
"굴다리","underpass","","굴을 만들어 그 위로는 차가 다니고 아래로는 사람이 다닐 수 있도록 만든 다리.",""
"굴뚝","chimney","","집이나 건물 위에 솟아 있는, 불을 땔 때 연기가 밖으로 빠져나가도록 하는 관.",""
"굴뚝같다","eager; anxious","","무엇을 바라는 마음이 몹시 간절하다.",""
"굴러가다","roll","","굴러서 가다.",""
"굴러다니다","roll; welter","","구르며 이리저리 다니다.",""
"굴러들다","roll in; come into","","이전에는 없었던 사람이나 물건 등이 갑자기 나타나거나 생기다.",""
"굴러떨어지다","tumble down; roll down","","돌면서 위에서 아래로 떨어지다.",""
"굴러먹다","lead a rough life","","(낮잡아 이르는 말로) 이리저리 떠돌아다니며 아무 일이나 하고 살다.",""
"굴러오다","roll","","굴러서 오다.",""
"굴렁쇠","gulleongsoe","","테두리에 있는 홈에 막대를 끼워 굴리면서 노는, 쇠로 만든 둥근 모양의 장난감.",""
"굴레","bridle; halter","","말이나 소 등을 부리기 위하여 머리에 씌우는, 굵은 줄을 얽어서 만든 줄.",""
"굴리다","roll","","구르게 하다.",""
"굴복","surrender","","힘이 없어 자신의 뜻을 굽히고 남의 뜻이나 명령에 따름.",""
"굴복되다","submit; surrender; yield","","힘이 없어 자신의 뜻을 굽히고 남의 뜻이나 명령에 따르게 되다.",""
"굴복시키다","bring someone into submission; make someone give in","","힘으로 남의 뜻을 꺾어 자신의 뜻이나 명령에 따르게 하다.",""
"굴복하다","submit; surrender; yield","","힘이 없어 자신의 뜻을 굽히고 남의 뜻이나 명령에 따르다.",""
"굴비","gulbi","","소금에 절여서 말린 조기.",""
"굴삭기","excavator","","땅을 파고 판 흙을 운반하거나 건물 벽 등을 부술 때 쓰는 기계.",""
"굴욕","humiliation","","남에게 업신여김을 당해 창피함.",""
"굴욕감","humiliation","","남에게 업신여김을 당해 창피하고 괴로운 느낌.",""
"굴욕적","humiliating","","남에게 업신여김을 받아 창피한.",""
"굴욕적","humiliation","","남에게 업신여김을 받아 창피를 당하는 것.",""
"굴절","refraction; bend; curve","","휘거나 꺾임.",""
"굴절되다","curve","","휘어지거나 꺾이다.",""
"굴절시키다","curve","","휘거나 꺾이게 하다.",""
"굴절하다","curve","","휘거나 꺾이다.",""
"굴종","submission","","비참할 정도로 자기 생각을 굽혀 남에게 복종함.",""
"굴종적","being submissive","","비참할 정도로 자기 생각을 굽혀 남에게 복종하는 것.",""
"굴종적","submissive","","비참할 정도로 자기 생각을 굽혀 남에게 복종하는.",""
"굴종하다","submit; succumb","","비참할 정도로 자기 생각을 굽혀 남에게 복종하다.",""
"굴지","prominence","","많은 것들 중에서 매우 뛰어남.",""
"굴착","excavation","","땅을 파거나 바위를 뚫는 것.",""
"굴착기","excavator","","땅을 파거나 바위를 뚫는 데 쓰는 기계.",""
"굴하다","submit; succumb","","어떤 힘이나 어려움 앞에서 자신의 의지를 굽히다.",""
"굵기","thickness","","물건의 둘레나 너비가 큰 정도.",""
"굵다","thick","","긴 물체의 둘레가 길거나 너비가 넓다.",""
"굵다랗다","thick","","긴 물체의 둘레가 꽤 길거나 너비가 꽤 넓다.",""
"굵직굵직하다","thick","","긴 물체의 둘레가 모두 꽤 길거나 너비가 모두 꽤 넓다.",""
"굵직하다","thick","","긴 물체의 둘레가 꽤 길거나 너비가 꽤 넓다.",""
"굶기다","starve","","식사를 거르게 하다.",""
"굶다","skip a meal; starve","","식사를 거르다.",""
"굶주리다","starve","","오랫동안 제대로 먹지 못하다.",""
"굶주림","starvation","","오랫동안 제대로 먹지 못하는 것.",""
"굼뜨다","sluggish","","움직임이 답답할 만큼 매우 느리다.",""
"굼벵이","cicada larva","","매미나 풍뎅이의 애벌레.",""
"굼실거리다","crawl","","물결 모양을 이루며 느리게 조금씩 움직이다.",""
"굼실굼실","wrigglingly","","물결 모양을 이루며 느리게 조금씩 자꾸 움직이는 모양.",""
"굼실굼실하다","crawl","","물결 모양을 이루며 느리게 조금씩 자꾸 움직이다.",""
"굼실대다","crawl","","물결 모양을 이루며 느리게 조금씩 움직이다.",""
"굽","hoof","","말, 소, 양 등의 발 끝에 있는 두껍고 단단한 발톱.",""
"굽다","bake; roast; grill","","음식을 불에 익히다.",""
"굽다","curve; be stooped","","한쪽으로 구부러지다.",""
"굽슬굽슬","curly","","머리카락이나 털 등이 둥글게 말려 있는 모양.",""
"굽슬굽슬하다","curly","","머리카락이나 털 등이 둥글게 말려 있다.",""
"굽신거리다","bow","","윗사람을 대하면서 허리나 고개를 자꾸 구부렸다 펴다.",""
"굽신굽신","with one's head down; with a deep bow","","윗사람을 대하면서 허리나 고개를 자꾸 구부렸다 펴는 모양.",""
"굽실","with one's head down; with a deep bow","","윗사람을 대하면서 허리나 고개를 구부렸다 펴는 모양.",""
"굽실거리다","bow","","윗사람을 대하면서 허리나 고개를 자꾸 구부렸다 펴다.",""
"굽실굽실","with one's head down; with a deep bow","","윗사람을 대하면서 허리나 고개를 자꾸 구부렸다 펴는 모양.",""
"굽실굽실하다","bow","","윗사람을 대하면서 허리나 고개를 자꾸 구부렸다 펴다.",""
"굽실대다","bow","","윗사람을 대하면서 허리나 고개를 자꾸 구부렸다 펴다.",""
"굽실하다","bow","","윗사람을 대하면서 허리나 고개를 구부렸다 펴다.",""
"굽어보다","look down; gaze down","","높은 위치에서 고개를 숙이거나 허리를 굽혀 아래를 보다.",""
"굽어보이다","be looked down","","높은 위치에서 내려다 보이다.",""
"굽어살피다","pay attention to","","아랫사람이나 불쌍한 사람을 도와주기 위해 사정을 살피다.",""
"굽이","in and out","","휘어서 구부러진 곳.",""
"굽이굽이","ins and outs","","휘어서 굽은 모든 곳.",""
"굽이굽이","windingly; meanderingly","","여러 번 휘어서 구부러지는 모양.",""
"굽이치다","wind; meander","","물이 굽이를 이루며 흐르다.",""
"굽죄다","feel overawed; feel small; have qualms","","떳떳하지 못해 기를 펴지 못하다.",""
"굽죄이다","feel overawed; feel small; have qualms","","떳떳하지 못해 기를 펴지 못하다.",""
"굽히다","bend","","한쪽으로 구부리거나 휘게 하다.",""
"굿","gut","","무당이 음식을 차려 놓고 노래를 하고 춤을 추며 귀신에게 복을 빌거나 나쁜 것을 물리쳐 달라고 비는 의식.",""
"굿판","gutpan","","굿을 하는 자리.",""
"굿하다","gutada","","무당이 귀신을 쫓거나 복을 비는 의식을 하다.",""
"궁","bow","","나무나 쇠 등을 휘어서 반달 모양으로 만든 뒤 양끝에 줄을 걸고 화살을 쏘는 무기.",""
"궁","palace","","왕과 그의 가족들이 사는 큰 집.",""
"궁궐","palace","","한 나라의 임금이 사는 집.",""
"궁극","being ultimate","","어떤 과정의 맨 마지막.",""
"궁극적","being ultimate; being final","","어떤 일의 마지막이나 끝에 도달하는 것.",""
"궁극적","ultimate; final","","어떤 일의 마지막이나 끝에 도달하는.",""
"궁글다","hollow","","단단한 물체의 속이 비다.",""
"궁금증","curiosity","","몹시 궁금한 마음.",""
"궁금히","curiously","","무엇이 알고 싶어 마음이 답답하게.",""
"궁녀","gungnyeo","","(옛날에) 궁궐 안에서 왕과 그 가족들을 모시는 시녀.",""
